election_id,election_year,candidate,name_id,affiliation,affiliation_id,county_vote,district_vote,difference_vote,difference_percentage
pa.congress.12.1822,1822,John Brown,BJ1047,Republican,A03,5371,228,-5143,0.96
pa.congress.9.1822,1822,George Kremer,KG0025,Republican,A03,6012,888,-5124,0.85
pa.congress.9.1822,1822,Samuel MacKean,MS0187,Republican,A03,6024,907,-5117,0.85
pa.congress.9.1822,1822,William Cox Ellis,EW0059,Federalist,A01,6215,1123,-5092,0.82
pa.congress.8.1822,1822,Samuel D. Ingham,IS0001,Republican,A03,5417,498,-4919,0.91
pa.congress.9.1822,1822,Joseph Woods,WJ0880,Republican,A03,5812,934,-4878,0.84
pa.congress.9.1822,1822,Henry Welles,WH0073,Federalist,A01,5189,781,-4408,0.85
pa.congress.8.1822,1822,Thomas J. Rogers,RT0097,Republican,A03,4629,487,-4142,0.89
pa.congress.7.1822,1822,Daniel Udree,UD0000,Republican,A03,4183,474,-3709,0.89
pa.congress.7.1822,1822,Henry Wilson,WH0095,Republican,A03,3962,461,-3501,0.88
pa.congress.8.1822,1822,Samuel Sitgreaves,SS0245,Federalist,A01,3740,455,-3285,0.88
pa.congress.18.1822,1822,Patrick Farrelly,FP0028,Republican,A03,3277,28,-3249,0.99
pa.congress.18.1822,1822,Patrick Farrelly,FP0028,Republican,A03,3277,32,-3245,0.99
pa.congress.9.1822,1822,Henry Yearick,YH0013,Federalist,A01,3608,410,-3198,0.89
pa.congress.18.1822,1822,Patrick Farrelly,FP0028,Republican,A03,3277,145,-3132,0.96
pa.congress.18.1822,1822,Patrick Farrelly,FP0028,Republican,A03,3277,232,-3045,0.93
pa.congress.3.1822,1822,Daniel H. Miller,MD0183,Republican,A03,2891,50,-2841,0.98
pa.congress.7.1822,1822,Ludwig Worman,WL0064,Federalist,A01,3213,731,-2482,0.77
pa.congress.3.1822,1822,Daniel H. Miller,MD0183,Republican,A03,2891,433,-2458,0.85
pa.congress.7.1822,1822,Peter Rhoads,RP0055,Federalist,A01,3109,717,-2392,0.77
