election_id,election_date,election_year,election_type,election_label,office_name,office_id,candidate,name_id,affiliation,affiliation_id,candidate_num,overview_vote
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Ezra Meech,ME0130,Republican,A03,1,3095
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Benjamin Swift,SB0127,Republican,A03,2,1836
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,"Stephen Royce, Jr.",RS0121,Republican,A03,3,409
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Heman Allen,AH0032,Federalist,A01,4,204
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Samuel C. Crafts,CS0219,Republican,A03,5,34
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Charles Adams,AC0027,null,null,6,7
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Austin Fuller,FA0102,null,null,7,6
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,William Felton,FW0111,null,null,8,4
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Luther B. Hunt,HL0063,null,null,9,4
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Asa Lyon,LA0126,Federalist,null,10,4
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Israel P. Richardson,RI0035,null,null,11,4
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Chauncey Brownall,BC0172,null,null,12,3
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Samuel Chamberlain,CS0194,null,null,13,3
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Frederick Fuller,FF0016,null,null,14,3
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,William P. Richardson,RW0162,null,null,15,3
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Asa Aldis,AA0064,null,null,16,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Jonathan Berry,BJ1139,null,null,17,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,D. M. Camp,CD0153,null,null,18,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Moses Davis,DM0044,null,null,19,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Roger Enos,ER0034,null,null,20,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Samuel Mead,MS0155,null,null,21,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Nathaniel Newall,NN0024,null,null,22,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,William Rhodes,RW0161,null,null,23,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Timothy Stanley,ST0009,null,null,24,2
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Solomon Balch,BS0201,null,null,25,1
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Elisha Boundman,BE0152,null,null,26,1
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Ephraim Bradley,BE0153,null,null,27,1
vt.uscongress4.1824,1824-09,1824,General,"Vermont 1824 U.S. House of Representatives, District 4",U.S. House of Representatives,ON125,Nathan Bryan,BN0082,null,null,28,1
